"sseqid","entrezgene_id","function","external_gene_name"
"AT4G09670",826553,"Oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826553]","AT4G09670"
"AT4G09680",826554,"conserved telomere maintenance component 1 [Source:NCBI gene (formerly Entrezgene);Acc:826554]","CTC1"
"AT4G09720",826558,"RAB GTPase homolog G3A [Source:NCBI gene (formerly Entrezgene);Acc:826558]","RABG3A"
"AT4G09730",826559,"RH39 [Source:NCBI gene (formerly Entrezgene);Acc:826559]","RH39"
"AT4G09800",826569,"S18 ribosomal protein [Source:NCBI gene (formerly Entrezgene);Acc:826569]","RPS18C"
"AT4G09890",826579,"mediator of RNA polymerase II transcription subunit, putative (DUF3511) [Source:NCBI gene (formerly Entrezgene);Acc:826579]","AT4G09890"
"AT4G09900",826580,"methyl esterase 12 [Source:NCBI gene (formerly Entrezgene);Acc:826580]","MES12"
"AT4G09960",826586,"K-box region and MADS-box transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:826586]","STK"
"AT4G10000",826591,"Thioredoxin family protein [Source:NCBI gene (formerly Entrezgene);Acc:826591]","AT4G10000"
"AT4G10020",826593,"hydroxysteroid dehydrogenase 5 [Source:NCBI gene (formerly Entrezgene);Acc:826593]","HSD5"
"AT4G10040",826595,"cytochrome c-2 [Source:NCBI gene (formerly Entrezgene);Acc:826595]","CYTC-2"
"AT4G10050",826596,"esterase/lipase/thioesterase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826596]","AT4G10050"
"AT4G10100",826601,"co-factor for nitrate, reductase and xanthine dehydrogenase 7 [Source:NCBI gene (formerly Entrezgene);Acc:826601]","CNX7"
"AT4G10110",826602,"RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:826602]","AT4G10110"
"AT4G10120",826603,"Sucrose-phosphate synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826603]","ATSPS4F"
"AT4G10130",826604,"DNAJ heat shock N-terminal domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:826604]","AT4G10130"
"AT4G10180",826609,"light-mediated development protein 1 / deetiolated1 (DET1) [Source:NCBI gene (formerly Entrezgene);Acc:826609]","DET1"
"AT4G10310",826623,"high-affinity K+ transporter 1 [Source:NCBI gene (formerly Entrezgene);Acc:826623]","HKT1"
"AT4G10380",826630,"NOD26-like intrinsic protein 5;1 [Source:NCBI gene (formerly Entrezgene);Acc:826630]","NIP5;1"
"AT4G10390",826631,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826631]","AT4G10390"
"AT4G10430",826635,"TMPIT-like protein [Source:NCBI gene (formerly Entrezgene);Acc:826635]","AT4G10430"
"AT4G10510",826643,"Subtilase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826643]","AT4G10510"
"AT4G10570",826649,"ubiquitin-specific protease 9 [Source:NCBI gene (formerly Entrezgene);Acc:826649]","UBP9"
"AT4G10620",826654,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826654]","AT4G10620"
"AT4G10630",826655,"Glutaredoxin family protein [Source:NCBI gene (formerly Entrezgene);Acc:826655]","AT4G10630"
"AT4G10650",826658,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826658]","AT4G10650"
"AT4G10720",826666,"Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:826666]","AT4G10720"
"AT4G10730",826667,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826667]","AT4G10730"
"AT4G10750",826669,"Phosphoenolpyruvate carboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826669]","AT4G10750"
"AT4G10760",826670,"mRNAadenosine methylase [Source:NCBI gene (formerly Entrezgene);Acc:826670]","MTA"
"AT4G10780",826674,"LRR and NB-ARC domains-containing disease resistance protein [Source:NCBI gene (formerly Entrezgene);Acc:826674]","AT4G10780"
"AT4G10790",826675,"UBX domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:826675]","AT4G10790"
"AT4G10840",826680,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826680]","KLCR1"
"AT4G10890",826688,"DDE family endonuclease [Source:NCBI gene (formerly Entrezgene);Acc:826688]","AT4G10890"
"AT4G10920",826690,"transcriptional coactivator p15 (PC4) family protein (KELP) [Source:NCBI gene (formerly Entrezgene);Acc:826690]","KELP"
"AT4G10925",826691,"Nuclear transport factor 2 (NTF2) family protein [Source:NCBI gene (formerly Entrezgene);Acc:826691]","AT4G10925"
"AT4G10930",826692,"RING/U-box protein [Source:NCBI gene (formerly Entrezgene);Acc:826692]","AT4G10930"
"AT4G10950",826694,"SGNH hydrolase-type esterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826694]","AT4G10950"
"AT4G10955",826695,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826695]","AT4G10955"
"AT4G10960",826696,"UDP-D-glucose/UDP-D-galactose 4-epimerase 5 [Source:NCBI gene (formerly Entrezgene);Acc:826696]","UGE5"
"AT4G11010",826702,"nucleoside diphosphate kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:826702]","NDPK3"
"AT4G11050",826706,"glycosyl hydrolase 9C3 [Source:NCBI gene (formerly Entrezgene);Acc:826706]","GH9C3"
"AT4G11070",826708,"WRKY family transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:826708]","WRKY41"
"AT4G11090",826710,"TRICHOME BIREFRINGENCE-LIKE 23 [Source:NCBI gene (formerly Entrezgene);Acc:826710]","TBL23"
"AT4G11110",826712,"SPA1-related 2 [Source:NCBI gene (formerly Entrezgene);Acc:826712]","SPA2"
"AT4G11160",826717,"Translation initiation factor 2, small GTP-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:826717]","AT4G11160"
"AT4G11220",826724,"VIRB2-interacting protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:826724]","BTI2"
"AT4G11270",826729,"Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826729]","AT4G11270"
"AT4G11350",826737,"transferring glycosyl group transferase (DUF604) [Source:NCBI gene (formerly Entrezgene);Acc:826737]","AT4G11350"
"AT4G11400",826744,"ARID/BRIGHT DNA-binding, ELM2 domain and myb-like DNA-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:826744]","AT4G11400"
"AT4G11410",826745,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826745]","AT4G11410"
"AT4G11440",826748,"Mitochondrial substrate carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:826748]","AT4G11440"
"AT4G11470",826752,"cysteine-rich RLK (RECEPTOR-like protein kinase) 31 [Source:NCBI gene (formerly Entrezgene);Acc:826752]","CRK31"
"AT4G11530",826757,"cysteine-rich RLK (RECEPTOR-like protein kinase) 34 [Source:NCBI gene (formerly Entrezgene);Acc:826757]","CRK34"
"AT4G11560",826760,"bromo-adjacent homology (BAH) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:826760]","AT4G11560"
"AT4G11570",826761,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826761]","AT4G11570"
"AT4G11600",826765,"glutathione peroxidase 6 [Source:NCBI gene (formerly Entrezgene);Acc:826765]","GPX6"
"AT4G11610",826766,"C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826766]","AT4G11610"
"AT4G11640",826769,"serine racemase [Source:NCBI gene (formerly Entrezgene);Acc:826769]","SR"
"AT4G11650",826770,"osmotin 34 [Source:NCBI gene (formerly Entrezgene);Acc:826770]","OSM34"
"AT4G11655",2745700,"Uncharacterized protein family (UPF0497) [Source:NCBI gene (formerly Entrezgene);Acc:2745700]","AT4G11655"
"AT4G11680",826773,"Zinc finger, C3HC4 type (RING finger) family protein [Source:NCBI gene (formerly Entrezgene);Acc:826773]","AT4G11680"
"AT4G11720",826777,"hapless 2 [Source:NCBI gene (formerly Entrezgene);Acc:826777]","HAP2"
"AT4G11740",826779,"Ubiquitin-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826779]","SAY1"
"AT4G11790",826785,"Pleckstrin homology (PH) domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826785]","AT4G11790"
"AT4G11800",826786,"Calcineurin-like metallo-phosphoesterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826786]","AT4G11800"
"AT4G11810",826787,"Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:826787]","AT4G11810"
"AT4G11820",826788,"hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase [Source:NCBI gene (formerly Entrezgene);Acc:826788]","HMGS"
"AT4G11850",826791,"phospholipase D gamma 1 [Source:NCBI gene (formerly Entrezgene);Acc:826791]","PLDGAMMA1"
"AT4G11860",826793,"FAM63A-like protein (DUF544) [Source:NCBI gene (formerly Entrezgene);Acc:826793]","AT4G11860"
"AT4G11880",826795,"AGAMOUS-like 14 [Source:NCBI gene (formerly Entrezgene);Acc:826795]","AGL14"
"AT4G11970",826804,"YTH family protein [Source:NCBI gene (formerly Entrezgene);Acc:826804]","AT4G11970"
"AT4G11980",826805,"nudix hydrolase homolog 14 [Source:NCBI gene (formerly Entrezgene);Acc:826805]","NUDX14"
"AT4G12020",826810,"protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826810]","WRKY19"
"AT4G12030",826811,"bile acid transporter 5 [Source:NCBI gene (formerly Entrezgene);Acc:826811]","BAT5"
"AT4G12060",826814,"Double Clp-N motif protein [Source:NCBI gene (formerly Entrezgene);Acc:826814]","AT4G12060"
"AT4G12080",826816,"AT-hook motif nuclear-localized protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:826816]","AHL1"
"AT4G12110",826819,"sterol-4alpha-methyl oxidase 1-1 [Source:NCBI gene (formerly Entrezgene);Acc:826819]","SMO1-1"
"AT4G12120",826820,"Sec1/munc18-like (SM) proteins superfamily [Source:NCBI gene (formerly Entrezgene);Acc:826820]","SEC1B"
"AT4G12130",826821,"Glycine cleavage T-protein family [Source:NCBI gene (formerly Entrezgene);Acc:826821]","AT4G12130"
"AT4G12230",826831,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826831]","AT4G12230"
"AT4G12240",826832,"zinc finger (C2H2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:826832]","AT4G12240"
"AT4G12270",826835,"Copper amine oxidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826835]","AT4G12270"
"AT4G12290",826838,"Copper amine oxidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:826838]","AT4G12290"
"AT4G12320",826841,"cytochrome P450, family 706, subfamily A, polypeptide 6 [Source:NCBI gene (formerly Entrezgene);Acc:826841]","CYP706A6"
"AT4G12330",826842,"cytochrome P450, family 706, subfamily A, polypeptide 7 [Source:NCBI gene (formerly Entrezgene);Acc:826842]","CYP706A7"
"AT4G12340",826843,"copper ion binding protein [Source:NCBI gene (formerly Entrezgene);Acc:826843]","AT4G12340"
"AT4G12350",826844,"myb domain protein 42 [Source:NCBI gene (formerly Entrezgene);Acc:826844]","MYB42"
"AT4G12390",826848,"pectin methylesterase inhibitor 1 [Source:NCBI gene (formerly Entrezgene);Acc:826848]","PME1"
"AT4G12400",826849,"stress-inducible protein [Source:NCBI gene (formerly Entrezgene);Acc:826849]","Hop3"
"AT4G12410",826850,"SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:826850]","AT4G12410"
"AT4G12420",826851,"Cupredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826851]","SKU5"
"AT4G12430",826855,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826855]","TPPF"
"AT4G12520",826864,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826864]","AT4G12520"
"AT4G12560",826869,"F-box and associated interaction domains-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:826869]","CPR1"
"AT4G12610",826874,"transcription initiation factor IIF subunit alpha RAP74 [Source:NCBI gene (formerly Entrezgene);Acc:826874]","RAP74"
"AT4G12780",826890,"Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826890]","AT4G12780"
"AT4G13180",826932,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826932]","AT4G13180"
"AT4G13440",826976,"Calcium-binding EF-hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:826976]","AT4G13440"
"AT4G13530",826985,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:826985]","AT4G13530"
"AT4G13550",826988,"putative triglyceride lipase [Source:NCBI gene (formerly Entrezgene);Acc:826988]","AT4G13550"
"AT4G13650",826999,"Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826999]","AT4G13650"
"AT4G13660",827000,"pinoresinol reductase 2 [Source:NCBI gene (formerly Entrezgene);Acc:827000]","PRR2"
"AT4G13970",827032,"zinc ion binding protein [Source:NCBI gene (formerly Entrezgene);Acc:827032]","AT4G13970"
"AT4G14130",827051,"xyloglucan endotransglucosylase/hydrolase 15 [Source:NCBI gene (formerly Entrezgene);Acc:827051]","XTH15"
"AT4G14342",827077,"Splicing factor 3B subunit 5/RDS3 complex subunit 10 [Source:NCBI gene (formerly Entrezgene);Acc:827077]","AT4G14342"
"AT4G14370",827081,"Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:827081]","AT4G14370"
"AT4G14540",827101,"nuclear factor Y, subunit B3 [Source:NCBI gene (formerly Entrezgene);Acc:827101]","NF-YB3"
"AT4G14600",827108,"Target SNARE coiled-coil domain protein [Source:NCBI gene (formerly Entrezgene);Acc:827108]","AT4G14600"
"AT4G14960",827154,"Tubulin/FtsZ family protein [Source:NCBI gene (formerly Entrezgene);Acc:827154]","TUA6"
"AT4G15000",827159,"Ribosomal L27e protein family [Source:NCBI gene (formerly Entrezgene);Acc:827159]","AT4G15000"
"AT4G15280",827194,"UDP-glucosyl transferase 71B5 [Source:NCBI gene (formerly Entrezgene);Acc:827194]","UGT71B5"
"AT4G15410",827210,"serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime gamma [Source:NCBI gene (formerly Entrezgene);Acc:827210]","PUX5"
"AT4G15570",827233,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827233]","MAA3"
"AT4G15850",827266,"RNA helicase 1 [Source:NCBI gene (formerly Entrezgene);Acc:827266]","RH1"
"AT4G16310",827325,"LSD1-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:827325]","LDL3"
"AT4G16370",827332,"oligopeptide transporter [Source:NCBI gene (formerly Entrezgene);Acc:827332]","OPT3"
"AT4G16380",2745712,"Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:2745712]","AT4G16380"
"AT4G16390",827333,"pentatricopeptide (PPR) repeat-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827333]","SVR7"
"AT4G16410",827335,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:827335]","AT4G16410"
"AT4G16420",827336,"ADA2 2B [Source:NCBI gene (formerly Entrezgene);Acc:827336]","ADA2B"
"AT4G16480",827346,"inositol transporter 4 [Source:NCBI gene (formerly Entrezgene);Acc:827346]","INT4"
"AT4G16510",827349,"YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827349]","AT4G16510"
"AT4G16515",827350,"root meristem growth factor [Source:NCBI gene (formerly Entrezgene);Acc:827350]","RGF6"
"AT4G16520",827351,"Ubiquitin-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827351]","ATG8F"
"AT4G16535",827352,"leukocyte receptor cluster-like protein [Source:NCBI gene (formerly Entrezgene);Acc:827352]","AT4G16535"
"AT4G16563",827356,"Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:827356]","AT4G16563"
"AT4G16566",827357,"histidine triad nucleotide-binding 4 [Source:NCBI gene (formerly Entrezgene);Acc:827357]","HINT4"
"AT4G16570",827358,"protein arginine methyltransferase 7 [Source:NCBI gene (formerly Entrezgene);Acc:827358]","PRMT7"
"AT4G16600",827361,"Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827361]","PGSIP8"
"AT4G16630",827364,"DEA(D/H)-box RNA helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827364]","AT4G16630"
"AT4G16640",827365,"Matrixin family protein [Source:NCBI gene (formerly Entrezgene);Acc:827365]","AT4G16640"
"AT4G16650",827366,"O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827366]","AT4G16650"
"AT4G16680",827370,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827370]","AT4G16680"
"AT4G16695",827372,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:827372]","AT4G16695"
"AT4G16700",827373,"phosphatidylserine decarboxylase 1 [Source:NCBI gene (formerly Entrezgene);Acc:827373]","PSD1"
"AT4G16745",827378,"Exostosin family protein [Source:NCBI gene (formerly Entrezgene);Acc:827378]","AT4G16745"
"AT4G16760",827381,"acyl-CoA oxidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:827381]","ACX1"
"AT4G16780",827384,"homeobox protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:827384]","HB-2"
"AT4G16790",827385,"hydroxyproline-rich glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:827385]","AT4G16790"
"AT4G16800",827386,"ATP-dependent caseinolytic (Clp) protease/crotonase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827386]","AT4G16800"
"AT4G16807",6241030,"ATP-dependent caseinolytic protease/crotonase family protein [Source:NCBI gene (formerly Entrezgene);Acc:6241030]","AT4G16807"
"AT4G16820",827388,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827388]","PLA-I{beta]2"
"AT4G16835",827390,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827390]","AT4G16835"
"AT4G16970",827405,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827405]","AT4G16970"
"AT4G17010",827409,"transcription factor IIIB [Source:NCBI gene (formerly Entrezgene);Acc:827409]","AT4G17010"
"AT4G17020",827410,"transcription factor-like protein [Source:NCBI gene (formerly Entrezgene);Acc:827410]","AT4G17020"
"AT4G17030",827411,"expansin-like B1 [Source:NCBI gene (formerly Entrezgene);Acc:827411]","EXLB1"
"AT4G17040",827412,"CLP protease R subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:827412]","CLPR4"
"AT4G17050",827413,"ureidoglycine aminohydrolase [Source:NCBI gene (formerly Entrezgene);Acc:827413]","UGLYAH"
"AT4G17070",827415,"peptidyl-prolyl cis-trans isomerase [Source:NCBI gene (formerly Entrezgene);Acc:827415]","AT4G17070"
"AT4G17080",827416,"Histone H3 K4-specific methyltransferase SET7/9 family protein [Source:NCBI gene (formerly Entrezgene);Acc:827416]","AT4G17080"
"AT4G17090",827419,"chloroplast beta-amylase [Source:NCBI gene (formerly Entrezgene);Acc:827419]","CT-BMY"
"AT4G17100",3770328,"poly(U)-specific endoribonuclease-B protein [Source:NCBI gene (formerly Entrezgene);Acc:3770328]","AT4G17100"
"AT4G17140",827424,"pleckstrin homology (PH) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827424]","AT4G17140"
"AT4G17150",827425,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827425]","AT4G17150"
"AT4G17170",827428,"RAB GTPase homolog B1C [Source:NCBI gene (formerly Entrezgene);Acc:827428]","RABB1C"
"AT4G17190",827430,"farnesyl diphosphate synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:827430]","FPS2"
"AT4G17230",827435,"SCARECROW-like 13 [Source:NCBI gene (formerly Entrezgene);Acc:827435]","SCL13"
"AT4G17245",827437,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827437]","AT4G17245"
"AT4G17260",827440,"Lactate/malate dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827440]","AT4G17260"
"AT4G17300",827443,"Class II aminoacyl-tRNA and biotin synthetases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827443]","NS1"
"AT4G17310",827444,"","AT4G17310"
"AT4G17330",827445,"G2484-1 protein [Source:NCBI gene (formerly Entrezgene);Acc:827445]","G2484-1"
"AT4G17340",827446,"tonoplast intrinsic protein 2;2 [Source:NCBI gene (formerly Entrezgene);Acc:827446]","TIP2;2"
"AT4G17350",827447,"auxin canalization protein (DUF828) [Source:NCBI gene (formerly Entrezgene);Acc:827447]","AT4G17350"
"AT4G17370",827449,"Oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827449]","AT4G17370"
"AT4G17390",827451,"Ribosomal protein L23/L15e family protein [Source:NCBI gene (formerly Entrezgene);Acc:827451]","AT4G17390"
"AT4G17420",827453,"Tryptophan RNA-binding attenuator protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:827453]","AT4G17420"
"AT4G17430",827454,"O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827454]","AT4G17430"
"AT4G17440",827455,"chromogranin (DUF1639) [Source:NCBI gene (formerly Entrezgene);Acc:827455]","AT4G17440"
"AT4G17470",827458,"alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827458]","AT4G17470"
"AT4G17486",827462,"PPPDE putative thiol peptidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:827462]","AT4G17486"
"AT4G17500",827464,"ethylene responsive element binding factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:827464]","ERF-1"
"AT4G17510",827466,"ubiquitin C-terminal hydrolase 3 [Source:NCBI gene (formerly Entrezgene);Acc:827466]","UCH3"
"AT4G17520",827467,"Hyaluronan / mRNA binding family [Source:NCBI gene (formerly Entrezgene);Acc:827467]","AT4G17520"
"AT4G17530",827468,"RAB GTPase homolog 1C [Source:NCBI gene (formerly Entrezgene);Acc:827468]","RAB1C"
"AT4G17540",827469,"dynamin [Source:NCBI gene (formerly Entrezgene);Acc:827469]","AT4G17540"
"AT4G17550",827470,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827470]","G3Pp4"
"AT4G17560",827471,"Ribosomal protein L19 family protein [Source:NCBI gene (formerly Entrezgene);Acc:827471]","AT4G17560"
"AT4G17570",827474,"GATA transcription factor 26 [Source:NCBI gene (formerly Entrezgene);Acc:827474]","GATA26"
"AT4G17615",827481,"calcineurin B-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:827481]","CBL1"
"AT4G17616",6240541,"Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:6240541]","AT4G17616"
"AT4G17620",827482,"glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:827482]","AT4G17620"
"AT4G17650",827485,"Polyketide cyclase / dehydrase and lipid transport protein [Source:NCBI gene (formerly Entrezgene);Acc:827485]","AT4G17650"
"AT4G17670",827487,"senescence-associated family protein (DUF581) [Source:NCBI gene (formerly Entrezgene);Acc:827487]","AT4G17670"
"AT4G17720",827493,"RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:827493]","AT4G17720"
"AT4G17730",827494,"syntaxin of plants 23 [Source:NCBI gene (formerly Entrezgene);Acc:827494]","SYP23"
"AT4G17760",827497,"PCNA domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827497]","AT4G17760"
"AT4G17770",827498,"trehalose phosphatase/synthase 5 [Source:NCBI gene (formerly Entrezgene);Acc:827498]","TPS5"
"AT4G17790",827501,"SNARE associated Golgi protein family [Source:NCBI gene (formerly Entrezgene);Acc:827501]","AT4G17790"
"AT4G17800",827502,"Putative AT-hook DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:827502]","AT4G17800"
"AT4G17830",827506,"Peptidase M20/M25/M40 family protein [Source:NCBI gene (formerly Entrezgene);Acc:827506]","AT4G17830"
"AT4G17870",827510,"Polyketide cyclase/dehydrase and lipid transport superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827510]","PYR1"
"AT4G17890",827512,"ARF-GAP domain 8 [Source:NCBI gene (formerly Entrezgene);Acc:827512]","AGD8"
"AT4G17895",827513,"ubiquitin-specific protease 20 [Source:NCBI gene (formerly Entrezgene);Acc:827513]","UBP20"
"AT4G17905",6241286,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:6241286]","ATL4H"
"AT4G17910",827515,"transferases, transferring acyl groups [Source:NCBI gene (formerly Entrezgene);Acc:827515]","AT4G17910"
"AT4G17920",827517,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827517]","AT4G17920"
"AT4G17940",827519,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827519]","AT4G17940"
"AT4G17960",827521,"phospholipid hydroperoxide glutathione peroxidase [Source:NCBI gene (formerly Entrezgene);Acc:827521]","AT4G17960"
"AT4G17970",827522,"aluminum-activated, malate transporter 12 [Source:NCBI gene (formerly Entrezgene);Acc:827522]","ALMT12"
"AT4G17980",827523,"NAC domain containing protein 71 [Source:NCBI gene (formerly Entrezgene);Acc:827523]","NAC071"
"AT4G18010",827526,"myo-inositol polyphosphate 5-phosphatase 2 [Source:NCBI gene (formerly Entrezgene);Acc:827526]","IP5PII"
"AT4G18020",827527,"CheY-like two-component responsive regulator family protein [Source:NCBI gene (formerly Entrezgene);Acc:827527]","APRR2"
"AT4G18030",827528,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:827528]","AT4G18030"
"AT4G18040",827529,"eukaryotic translation initiation factor 4E [Source:NCBI gene (formerly Entrezgene);Acc:827529]","EIF4E"
"AT4G18100",827535,"Ribosomal protein L32e [Source:NCBI gene (formerly Entrezgene);Acc:827535]","AT4G18100"
"AT4G18160",827541,"Ca2+ activated outward rectifying K+ channel 6 [Source:NCBI gene (formerly Entrezgene);Acc:827541]","KCO6"
"AT4G18210",827546,"purine permease 10 [Source:NCBI gene (formerly Entrezgene);Acc:827546]","PUP10"
"AT4G18230",827549,"UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Source:NCBI gene (formerly Entrezgene);Acc:827549]","AT4G18230"
"AT4G18260",827552,"Cytochrome b561/ferric reductase transmembrane protein family [Source:NCBI gene (formerly Entrezgene);Acc:827552]","AT4G18260"
"AT4G18360",827563,"Aldolase-type TIM barrel family protein [Source:NCBI gene (formerly Entrezgene);Acc:827563]","GOX3"
"AT4G18370",827564,"DEGP protease 5 [Source:NCBI gene (formerly Entrezgene);Acc:827564]","DEG5"
"AT4G18372",827565,"Small nuclear ribonucleoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:827565]","AT4G18372"
