qseqid	sseqid	pident	length	mismatch	evalue	bitscore
104456023	AT4G13600	73.077	78	21	8.87e-34	130
104456025	AT1G04880	72.857	140	27	5.94e-44	167
104456026	AT4G13630	47.244	127	53	4.74e-27	119
104456028	AT2G32800	60.184	869	307	0	945
104456029	AT4G13640	52.941	136	41	2.18e-25	108
104456030	AT5G48760	89.011	91	10	3.43e-50	176
104456031	AT2G32730	82.278	237	10	8.46e-114	389
104456032	AT5G10530	44.872	624	306	1.01e-165	494
104456033	AT2G32720	83.133	83	14	1.32e-40	146
104456034	AT2G32710	56.164	73	29	5.5e-17	63.9
104456035	AT3G10030	73.6	125	33	6.81e-61	209
104456036	AT2G32700	49.66	147	41	5.7e-41	142
104456038	AT1G61820	56.627	83	36	6.89e-47	113
104456039	AT4G13670	55.952	84	36	5.36e-23	102
104456040	AT5G24830	50.773	453	222	3.15e-141	454
104456041	AT2G34260	80	35	7	4.69e-10	63.2
104456042	AT3G24180	80.737	353	66	4.85e-161	526
104456043	AT1G63850	68.085	235	75	8.83e-116	344
104456044	AT3G02090	53.333	225	30	5.13e-59	214
104456045	AT3G10040	62.312	199	44	2.26e-59	207
104456046	AT2G33100	73.242	654	95	0	974
104456049	AT2G32670	65.833	120	10	6.07e-42	156
104456050	AT1G04770	55.319	141	61	2.14e-38	146
104456051	AT3G24200	54.397	307	88	1.18e-95	320
104456052	AT5G13930	73.476	328	86	9.07e-172	495
104456053	AT4G04790	52.564	78	36	4.21e-18	89.4
104456054	AT2G36640	49.049	263	94	1.49e-35	140
104456055	AT1G04790	53.659	82	10	2.44e-17	89.4
104456056	AT2G33150	44.771	306	27	3.04e-80	173
104456057	AT1G04690	89.231	130	14	8.41e-74	250
104456058	AT4G13710	91.08	213	19	2.84e-133	419
104456059	AT4G13720	51.961	102	15	2.14e-26	109
104456061	AT1G04650	40.631	539	298	3.46e-114	387
104456063	AT3G24060	64.754	122	41	2.29e-50	164
104456064	AT2G33170	63.194	1152	354	0	1327
104456065	AT3G24010	61.29	62	15	3.45e-14	74.3
104456066	AT2G29420	54.955	111	50	6.78e-46	144
104456067	AT3G23980	60	45	18	9.48e-09	62.4
104456068	AT1G04620	38.462	117	30	6.34e-17	75.5
104456069	AT2G33290	55.835	677	242	0	730
104456070	AT1G04560	54.386	114	17	9.27e-31	116
104456071	AT1G61690	44.894	519	246	3.07e-67	251
104456072	AT3G10050	78.125	96	21	9.32e-58	138
104456073	AT4G13440	33.108	148	98	1.11e-25	100
104456075	AT1G04530	52.542	59	28	1.68e-10	64.3
104456076	AT4G13330	45	240	108	1.26e-57	203
104456077	AT1G60000	81.319	91	16	5.01e-44	160
104456078	AT4G33170	35.778	559	352	4.11e-118	377
104456079	AT1G04520	74.775	111	28	2.33e-39	144
104456087	AT3G23430	71.579	95	26	3.36e-55	146
104456088	AT2G20420	61.905	105	11	1.03e-26	116
104456089	AT3G23400	74.324	74	18	1.17e-27	114
104456091	AT3G23330	59.214	738	276	0	845
104456092	AT2G20450	86.842	38	5	2.57e-14	71.2
104456093	AT5G43310	36.667	390	166	3.59e-41	168
104456094	AT2G31160	92	125	10	3.15e-66	213
104456095	AT3G23270	65.666	766	205	0	916
104456096	AT2G29420	58.716	109	45	1.48e-41	150
104456097	AT2G29490	65.741	108	36	1.58e-36	136
104456098	AT3G23250	78.723	47	10	4.51e-19	88.6
104456099	AT1G04400	60.57	421	117	4.15e-161	501
104456100	AT1G17140	48.286	350	134	1.84e-68	233
104456101	AT1G12244	74.419	43	11	7.36e-11	48.1
104456103	AT3G54700	73.462	520	123	0	721
104456104	AT2G38940	79.134	508	91	0	773
104456105	AT3G54700	79.29	507	90	0	776
104456107	AT2G23940	62.121	66	25	1.93e-24	102
104456109	AT3G23230	60	115	42	2.26e-24	91.7
104456110	AT5G43430	73.958	96	25	4.58e-45	154
104456111	AT4G14410	70.93	86	22	4.71e-27	112
104456112	AT3G23230	59.13	115	43	1.04e-23	90.1
104456114	AT4G14420	57.576	33	14	9.62e-10	44.3
104456115	AT4G14430	70.124	241	71	2.1e-82	250
104456116	AT4G24000	30.218	321	180	1.5e-49	188
104456117	AT4G24000	30.218	321	180	5.46e-50	188
104456119	AT4G24010	28.25	577	258	1.18e-68	236
104456120	AT3G23090	35.426	223	39	7.5e-27	113
104456121	AT2G30630	61.24	129	33	5.37e-42	160
104456122	AT1G06750	52.434	267	38	9.74e-68	239
104456123	AT5G09510	90.476	84	8	5.63e-45	159
104456124	AT5G43650	36.885	122	68	1.07e-12	68.9
104456125	AT3G23070	91.489	94	8	1.18e-63	181
104456126	AT3G01680	37.324	142	70	9.69e-14	77
104456127	AT3G01680	38.562	153	81	4.23e-25	114
104456128	AT4G23160	36.86	293	180	4.73e-81	202
104456130	AT3G01680	33.333	432	187	7.21e-49	188
104456134	AT3G01680	28.571	203	112	8.4e-13	73.9
104456136	AT5G09690	68.235	85	27	4.89e-24	105
104456138	AT5G43700	71.429	70	20	2.04e-27	110
104456139	AT5G43710	80.952	42	8	8.3e-26	78.2
104456140	AT5G43745	57.391	115	19	6.57e-53	131
104456142	AT5G43750	49.468	188	25	5.5e-48	168
104456143	AT4G14570	67.647	102	33	2.59e-50	153
104456145	AT4G14570	52.023	173	52	2.2e-80	181
104456146	AT3G23000	53.612	263	107	1.44e-119	233
104456147	AT1G04220	82.222	270	41	1.04e-146	452
104456148	AT1G04220	75.385	260	57	1.67e-126	400
104456149	AT1G04220	74.231	260	60	2.82e-124	394
104456150	AT1G04220	73.529	272	65	6.54e-129	407
104456151	AT3G59990	93.243	74	5	1.28e-78	153
104456152	AT4G02600	56.552	145	34	3.71e-25	94
104456154	AT3G51270	75	76	16	1.7e-26	116
104456156	AT5G51070	60.927	151	23	6.27e-60	167
104456157	AT4G00650	49.091	165	83	7.73e-44	163
104456159	AT2G44060	77.978	277	61	1.24e-143	432
104456160	AT2G31890	76.543	243	56	1.54e-110	362
104456163	AT2G43970	92.593	27	2	3.36e-08	58.9
104456164	AT2G31820	75.622	201	41	1.42e-100	241
104456165	AT3G59850	53.776	331	70	1.09e-109	342
104456166	AT2G43870	78.481	79	17	8.02e-80	132
104456168	AT5G37980	73.846	130	34	1.27e-59	209
104456169	AT1G26320	68.504	127	40	5.91e-51	184
104456170	AT4G01400	63.659	410	149	0	561
104456173	AT1G08750	92.405	79	6	5.77e-41	157
104456174	AT1G26320	67.46	126	41	2.63e-52	188
104456175	AT2G31750	53.503	157	65	1.04e-69	173
104456176	AT1G65540	65.957	47	16	1.26e-08	58.9
104456177	AT2G31750	60.744	242	91	1.69e-99	311
104456178	AT1G05680	56.904	239	99	8.4e-86	283
104456181	AT2G31750	52.713	129	57	1.38e-72	150
104456185	AT2G31750	57.143	245	100	2.28e-93	301
104456186	AT2G43820	59.809	209	75	5.83e-77	264
104456188	AT2G43820	52.788	269	110	1.12e-80	269
104456189	AT3G25500	66.92	263	76	7.12e-94	330
104456191	AT1G21500	76.596	47	11	4.26e-14	68.2
104456192	AT5G39740	52.294	109	17	6.76e-40	106
104456193	AT5G49960	65.217	138	48	8.61e-35	144
104456194	AT1G05730	62.5	72	25	6.78e-22	92
104456195	AT5G58560	45.522	134	41	7.14e-23	102
104456198	AT1G18480	63.544	395	138	6.45e-172	493
104456201	AT2G43710	80.952	168	32	1.32e-88	294
104456202	AT2G43710	80.357	168	33	6.22e-87	289
104456206	AT2G43710	85.561	187	27	7.31e-107	347
104456207	AT3G59690	47.308	260	98	4.18e-50	187
104456208	AT1G73180	57.5	120	51	1.33e-41	162
104456209	AT4G13750	52.799	536	239	3.68e-158	553
104456212	AT4G01570	58.491	53	22	9.33e-14	79.3
104456213	AT4G01570	61.111	72	28	1.57e-20	100
104456214	AT3G54420	72.993	137	34	1.89e-63	204
104456215	AT3G54420	71.277	94	27	8.36e-45	152
104456218	AT1G33720	52.326	86	41	6.29e-23	107
104456219	AT3G54420	51.488	336	96	8.98e-92	277
104456220	AT3G54420	51.198	334	94	7.51e-89	270
104456224	AT2G43540	75.862	29	7	7.33e-08	51.2
104456225	AT5G62270	57.303	178	67	1.87e-42	161
104456226	AT3G59570	64.615	130	21	3.44e-92	167
104456227	AT2G43465	57.407	54	23	1.15e-13	75.9
104456229	AT1G08760	62.08	327	114	2.3e-119	364
104456230	AT1G06110	54.04	198	81	9.55e-71	202
104456231	AT1G68470	57.039	412	171	1.71e-171	496
104456232	AT2G43400	54.63	108	20	2.56e-24	112
104456233	AT2G45580	41.564	486	245	6.35e-124	375
104456234	AT5G54160	42.647	136	74	6.27e-25	107
104456238	AT5G47850	45.631	309	153	2.51e-69	249
104456239	AT2G31380	88.333	60	7	9.2e-28	113
104456240	AT3G59500	82.09	134	24	4.75e-67	228
104456241	AT3G59490	32.52	123	41	7.17e-18	70.5
104456242	AT2G43290	63.85	213	72	1.5e-71	227
104456244	AT3G59390	45.679	81	14	1.09e-11	68.6
104456245	AT2G43310	64.228	123	43	3.55e-47	159
104456246	AT1G05960	66.667	66	22	2.57e-38	91.3
104456247	AT1G05950	37.963	216	95	3.95e-25	114
104456249	AT1G05900	73.077	52	13	8.42e-30	84.7
104456253	AT5G63010	62.712	236	83	3.09e-90	292
104456254	AT2G43330	72.131	61	17	1.62e-29	85.9
104456255	AT2G43330	71.915	235	54	3.63e-71	249
104456256	AT4G39530	54.942	688	286	0	766
104456261	AT4G10320	74.803	127	32	3.63e-57	221
104456263	AT2G43370	54.128	109	16	1.23e-22	98.6
104456264	AT2G43370	75.61	41	10	2.87e-21	70.1
104456265	AT2G43370	88.889	27	3	6e-08	55.5
104456266	AT2G31600	48.344	151	70	2.93e-31	122
104456269	AT3G59360	75	56	14	1.28e-19	94.7
104456270	AT3G07610	36.047	344	142	9.9e-51	196
104456272	AT5G51940	60	65	1	5.01e-29	69.7
104456273	AT3G59350	95.652	92	4	1.52e-63	191
104456274	AT1G52370	55.882	136	33	1e-31	127
104456276	AT3G59300	47.552	143	41	4.35e-34	126
104456277	AT1G55260	50.538	93	46	2.14e-28	111
104456278	AT5G48040	59.194	397	156	5.61e-148	450
104456279	AT2G43180	77.778	81	18	2.03e-32	134
104456280	AT2G43160	35.535	318	139	2.01e-35	92
104456281	AT3G59280	62.069	58	17	3.02e-27	73.2
104456282	AT1G26255	34.562	217	87	7.16e-05	47.4
104456284	AT1G05785	70.588	34	10	3.99e-12	50.4
104456285	AT5G44070	45.93	172	76	1.03e-40	111
104456288	AT5G44070	37.367	281	124	5.31e-36	144
104456289	AT5G12890	41.498	494	257	7.55e-108	355
104456291	AT5G12890	42.424	495	251	1.09e-124	378
104456292	AT5G12890	48.826	213	105	1.92e-99	194
104456294	AT5G12890	41.903	494	255	7.76e-124	376
104456295	AT5G48490	45.545	101	52	5.91e-12	61.2
104456296	AT1G44835	86.207	29	4	1.49e-12	53.9
104456297	AT2G31650	72.917	48	13	5.04e-29	80.1
104456298	AT1G05840	64.557	158	24	1.07e-55	203
104456299	AT1G05835	52.778	108	46	1.14e-23	95.9
104456300	AT5G36250	69.565	92	24	1.56e-34	137
104456301	AT1G05850	72.388	134	37	1.26e-63	219
104456304	AT5G16740	66.505	206	66	2.77e-70	239
104456305	AT5G56190	67.626	139	45	9.85e-62	215
104456306	AT1G10840	40.789	152	54	5.41e-26	109
104456307	AT1G27380	53.846	39	16	0.000139	43.9
104456308	AT1G48360	69.444	144	43	4.91e-56	210
104456310	AT1G10800	47.887	213	111	3.15e-45	164
104456311	AT1G60730	60.795	176	29	2.29e-62	213
104456312	AT1G60710	60.773	181	26	2.8e-64	212
104456313	AT1G60730	69.828	116	35	2.29e-46	171
104456316	AT1G60730	55.376	186	30	3.3e-57	196
104456317	AT1G60730	69.828	116	35	1.74e-48	177
104456321	AT1G60690	66.667	114	38	6.24e-47	173
104456322	AT1G60690	65.789	114	39	2.81e-45	168
104456324	AT4G23160	45.574	531	274	1.07e-153	501
104456326	AT5G16990	44.828	232	40	2.04e-111	191
104456327	AT1G60730	55.385	195	34	2.3e-60	206
104456329	AT5G26570	71	300	87	8.43e-111	386
104456330	AT3G07880	36.364	209	57	1.87e-33	128
104456331	AT1G14780	41.909	241	124	9.78e-49	186
104456332	AT3G25400	84.507	71	11	8.62e-27	109
104456333	AT2G43130	82.524	103	18	9.1e-53	182
104456334	AT4G12980	41.83	306	137	5.78e-91	246
104456339	AT3G22960	67.529	348	30	3.15e-143	451
104456340	AT3G22950	82.787	122	21	7.71e-65	215
104456341	AT3G22930	52.817	142	34	1.2e-38	137
104456347	AT3G63380	58.005	762	297	0	827
104456350	AT5G43810	56.923	195	40	6.26e-54	184
104456351	AT2G37360	37.342	316	182	3.77e-56	209
104456352	AT3G17880	70.536	112	33	2.39e-45	169
104456353	AT1G48500	28.804	184	76	1.19e-05	49.7
104456354	AT3G17850	59.395	463	174	2.29e-172	530
104456355	AT1G48480	66.033	421	126	9.87e-153	469
104456357	AT3G17830	65.333	75	26	2.92e-22	103
104456359	AT1G04510	60	30	12	7.69e-05	48.5
104456360	AT2G40540	42.782	381	196	8.97e-87	302
104456362	AT1G73500	63.665	322	100	7.31e-130	378
104456363	AT3G02850	78.261	115	25	2.49e-49	187
104456365	AT1G48440	60.345	58	23	1.61e-11	63.5
104456366	AT5G37490	40.919	457	243	1.15e-97	305
104456367	AT1G31930	62.814	199	70	4.48e-87	268
104456368	AT3G17800	77.143	280	54	6.13e-129	387
104456369	AT3G17790	56.8	125	18	1.12e-84	130
104456370	AT5G16560	75.556	45	9	7.13e-12	70.5
104456371	AT5G17400	81.452	124	23	1.39e-51	184
104456372	AT1G68090	70.423	71	20	8.32e-46	109
104456376	AT1G18335	54.464	112	44	4.63e-29	118
104456377	AT2G25720	50.37	135	50	5.62e-22	92.8
104456378	AT5G16860	60.854	820	317	0	1042
104456379	AT1G48430	79.592	49	10	7.05e-16	84.3
104456380	AT5G37780	85.417	48	7	4.8e-29	89.7
104456381	AT1G14440	43.316	187	78	3.44e-37	135
104456383	AT1G14685	49.153	295	126	3.93e-76	246
104456384	AT1G68130	91.912	136	10	1.59e-81	273
104456386	AT1G59960	51.19	84	40	1.69e-32	93.6
104456391	AT3G53880	54.118	85	35	1.32e-29	87
104456392	AT1G73470	72.093	43	12	9.69e-14	73.9
104456394	AT1G14670	65.013	383	48	0	476
104456395	AT1G73460	61.926	457	169	1.64e-121	417
104456396	AT3G17712	57.088	261	110	7.04e-77	275
104456397	AT5G22110	44.583	240	25	1.76e-76	172
104456398	AT5G17330	87.273	165	21	2.31e-95	315
104456399	AT1G48420	60.465	129	28	1.62e-39	153
104456400	AT5G03030	59.028	144	28	3.84e-43	145
104456402	AT3G48750	91.803	61	5	5.61e-43	124
104456403	AT3G17700	63.218	87	31	1.9e-39	111
104456404	AT3G17700	57.447	94	39	2.15e-39	110
104456405	AT3G17700	59.14	93	35	5.38e-39	111
104456406	AT3G17700	63.855	83	29	6.15e-39	108
104456407	AT3G17700	57.732	97	38	9.98e-40	111
104456408	AT1G73360	43.731	327	113	1.52e-145	220
104456409	AT2G27660	56.701	97	39	2.19e-34	113
104456410	AT1G73530	41.121	107	19	2.02e-17	81.6
104456412	AT1G53345	49.275	138	52	1.64e-30	124
104456413	AT3G17730	79.439	107	22	2.85e-53	187
104456414	AT1G48410	81.818	88	16	4.54e-89	155
104456415	AT4G19975	55.949	311	97	5.69e-113	361
104456416	AT1G73230	65.657	99	6	1.54e-31	121
104456417	AT4G03210	53.237	139	60	2.53e-75	150
104456418	AT3G17670	54.098	122	48	1.83e-34	133
104456420	AT5G55150	27.731	238	132	2.45e-06	51.2
104456421	AT5G05130	48.333	480	225	9.81e-118	388
104456422	AT5G55150	25.773	388	226	9.37e-17	83.2
104456424	AT3G19950	55.502	209	66	6.53e-64	221
104456425	AT5G23130	40.945	254	135	3.11e-38	149
104456426	AT5G23250	94.828	58	3	2.49e-28	116
104456427	AT3G19180	72.951	122	33	5.16e-40	161
104456428	AT1G72550	57.778	45	19	1.28e-18	57.8
104456429	AT5G36930	36.29	372	216	6.24e-50	196
104456430	AT1G29800	68.657	67	21	7.14e-20	95.5
104456431	AT1G48380	55.752	113	48	1.19e-29	124
104456433	AT3G17650	71.698	371	98	0	520
104456436	AT1G73390	60.432	139	24	4.28e-49	157
104456437	AT5G23370	59.259	54	22	9.08e-33	72.8
104456438	AT3G05070	85	40	6	1.38e-26	77.4
104456439	AT1G28150	70.312	64	19	1.19e-24	100
104456441	AT1G73350	36.691	139	45	4.09e-11	63.2
104456446	AT1G10865	45.794	107	10	1.49e-16	74.7
104456447	AT1G17820	44.915	236	99	3.19e-36	150
104456448	AT2G01410	55.869	213	83	5.58e-81	171
104456449	AT1G17840	68.874	151	14	1.41e-52	198
104456450	AT2G04039	75.926	54	13	1.75e-24	85.5
104456451	AT4G12740	57.923	183	70	9.13e-52	192
104456452	AT2G38695	32.877	73	49	2.4e-05	47
104456455	AT3G07570	50.725	138	66	1.87e-37	145
104456456	AT3G07560	43.506	154	29	1.62e-26	111
104456457	AT3G07550	40.529	227	130	2.66e-44	151
104456458	AT3G07550	56.812	389	163	5.49e-136	413
104456459	AT4G12790	57.426	101	19	1.83e-38	114
104456460	AT2G39780	67.273	55	18	4.01e-18	85.9
104456462	AT5G12230	61.224	98	38	3.24e-35	135
104456463	AT1G32210	78.049	41	9	3.09e-12	64.7
104456464	AT5G48370	82.468	154	27	1.68e-77	259
104456465	AT1G05675	55.28	161	70	9.92e-54	191
104456466	AT2G43820	44.578	249	132	1.67e-55	201
104456469	AT2G31750	49.383	243	119	7.25e-64	225
104456474	AT4G08850	42.549	973	488	0	679
104456475	AT3G07490	85.526	152	22	1.36e-80	241
104456476	AT3G07480	77.686	121	27	5.1e-67	207
104456477	AT3G22400	49.248	266	134	3.57e-78	280
104456478	AT5G48440	37.5	248	74	1.86e-39	152
104456479	AT3G25420	41.259	143	29	1.43e-32	103
104456481	AT3G25430	32.975	279	90	2.81e-50	141
104456482	AT4G12910	42.667	150	21	3.86e-34	99.8
104456483	AT5G48450	75	124	31	1.09e-58	199
104456484	AT3G07470	66.387	119	39	7.89e-49	171
104456486	AT5G48470	48.125	160	22	2.08e-35	122
104456487	AT5G48480	52.273	88	38	2.18e-19	86.3
104456488	AT5G48485	52.5	80	38	7.62e-20	85.1
104456490	AT5G48500	57.143	63	25	4.84e-15	74.3
104456492	AT5G48520	77.941	68	15	4.58e-23	108
104456493	AT3G07420	50.746	201	96	6.41e-55	202
104456494	AT3G07410	86.364	110	15	6.9e-58	197
104456495	AT3G07400	61.749	183	68	4.09e-59	225
104456496	AT3G25290	74.468	94	23	2.2e-37	145
104456497	AT4G12980	48.447	161	76	7.33e-36	132
104456498	AT4G12980	51.515	165	74	2.92e-39	140
104456499	AT4G18100	82.857	70	11	1.49e-34	128
104456500	AT1G20696	34.783	92	19	4.75e-05	43.5
104456501	AT4G13000	56.652	233	80	2.09e-61	209
104456502	AT5G48545	100	21	0	4.34e-05	45.8
104456503	AT3G25240	43.322	307	144	1.25e-61	201
104456504	AT5G48560	33.929	392	149	9.3e-40	105
104456505	AT3G07330	79.907	214	41	4.84e-93	318
104456506	AT5G59240	94.949	99	5	3.36e-58	197
104456507	AT5G48580	87.179	39	5	8.97e-15	73.9
104456508	AT3G25210	70.093	321	96	8.81e-166	482
104456509	AT4G28570	62.689	595	213	0	724
104456510	AT3G07310	60.755	265	77	2.67e-96	310
104456512	AT4G13030	44.848	165	50	6.65e-29	123
104456513	AT3G07270	62.5	392	134	1.06e-151	463
104456514	AT4G31970	37.566	189	98	3.49e-25	112
104456517	AT4G31940	56.481	108	46	1.25e-29	125
104456518	AT5G19440	64.062	64	23	4.79e-19	87
104456519	AT4G31970	56.757	111	47	3e-28	121
104456520	AT3G07255	73.438	64	17	9.21e-27	111
104456523	AT3G25110	60.674	89	24	4.71e-23	103
104456524	AT4G23160	34.505	313	181	6.27e-55	164
104456525	AT3G25110	60.44	91	27	4.66e-24	107
104456526	AT4G13050	59.574	94	35	8.52e-25	108
104456527	AT3G25100	76.589	598	133	0	916
104456528	AT2G17660	37.333	75	34	4.21e-09	54.7
104456529	AT5G48660	87.5	96	12	7.9e-49	173
104456530	AT3G25100	82.927	123	21	5.04e-59	218
104456534	AT4G26840	88.235	51	6	1.11e-24	99.8
104456535	AT3G25040	57.923	183	28	4.86e-58	200
104456536	AT5G48720	70.103	97	28	7.16e-35	135
104456538	AT3G24870	31.433	684	343	3.93e-72	251
104456540	AT3G24840	74.157	89	23	2.32e-72	155
104456542	AT4G13150	85	40	6	3.35e-14	75.1
104456543	AT3G24830	75.61	123	26	2.22e-53	185
104456544	AT2G32720	73.913	92	24	2.26e-39	142
104456546	AT4G13200	70	40	12	4.42e-11	63.5
104456547	AT5G48840	70.297	101	21	1.66e-62	147
104456548	AT2G32670	81.25	48	9	6.02e-36	87
104456550	AT3G07030	47.727	88	14	1.2e-20	75.5
104456551	AT3G24750	34.109	129	69	6.14e-09	58.2
104456552	AT3G24740	53.652	356	113	7.29e-104	337
104456553	AT3G24730	56.522	138	21	5.97e-39	143
104456554	AT3G07020	72.973	74	20	1.21e-26	118
104456555	AT5G48890	51.064	94	40	4.87e-14	71.2
104456556	AT3G24660	72.131	427	114	0	558
104456557	AT2G27710	64.103	39	14	4.53e-09	54.7
104456559	AT5G48940	64.557	948	324	0	1111
104456560	AT4G29040	89.881	168	16	3.13e-81	276
104456561	AT1G09530	40.217	92	22	1.14e-12	49.7
104456562	AT2G20190	59.865	593	216	0	632
104456563	AT2G20210	52.727	55	26	5.49e-34	76.3
104456564	AT4G28720	75.221	226	55	3.95e-169	367
104456571	AT4G28720	75.221	226	55	5.1e-170	366
104456572	AT5G43900	60.209	191	11	5.21e-92	210
104456575	AT4G28706	75	48	12	2.9e-14	77.8
104456581	AT4G28706	60.656	61	24	1.82e-15	83.2
104456583	AT5G47720	79.365	63	13	1.77e-47	108
104456584	AT3G07700	51.449	276	81	4.3e-70	251
104456585	AT3G07700	50.99	202	69	3.42e-68	186
104456586	AT4G03230	41.787	414	210	2.05e-83	296
104456587	AT3G08680	51.923	52	24	1.52e-15	57
104456588	AT4G25434	68.75	48	15	9.96e-15	76.6
104456594	AT2G04440	54.902	51	23	2.96e-20	69.3
104456595	AT2G04440	52.941	51	24	2.74e-16	67
104456596	AT4G25434	68.519	54	14	2.23e-14	75.5
104456597	AT5G13110	60.656	122	18	5.93e-62	148
104456598	AT4G12730	64.138	145	52	7.22e-60	207
104456599	AT5G21170	41.284	109	60	2.36e-15	78.2
104456600	AT2G05310	89.796	49	5	8.32e-25	97.8
104456601	AT2G05320	75.275	364	90	0	592
104456603	AT5G28530	64.943	522	151	0	716
104456604	AT5G09950	64.02	995	346	0	1297
104456605	AT1G21680	52.632	171	72	5.92e-118	181
104456606	AT4G01880	40.563	355	96	1.07e-68	235
104456611	AT2G47110	96.753	154	5	2.84e-79	258
104456613	AT2G47115	74.194	31	8	6.22e-22	61.6
104456614	AT1G02475	49.425	87	10	9.94e-19	87.4
104456616	AT2G47160	59.873	157	24	3.9e-76	169
104456617	AT4G01897	69.811	53	16	1.56e-19	85.9
104456618	AT4G01900	80	30	6	2.46e-07	52.4
104456619	AT2G47180	78.125	96	20	4.65e-94	160
104456621	AT2G47190	50.877	171	41	3.22e-52	163
104456622	AT5G19730	47.619	84	44	6.19e-42	102
104456623	AT4G01940	78.462	65	14	9e-40	105
104456624	AT3G62300	39.894	188	105	5.15e-30	130
104456625	AT2G47240	56	175	44	1.69e-49	188
104456626	AT2G19130	54.604	782	330	0	793
104456627	AT2G47240	67.47	83	27	4.24e-47	123
104456628	AT2G13600	31.746	567	313	3.32e-92	315
104456629	AT2G47250	93.664	363	23	0	679
104456630	AT4G08570	74.747	99	25	1.06e-41	142
104456631	AT1G22050	68.333	60	19	1.46e-19	86.3
104456633	AT1G22060	42.981	1154	605	0	729
104456636	AT1G36310	69.508	305	71	3.52e-123	384
104456637	AT4G18520	60.994	523	203	0	664
104456638	AT4G02030	41.317	167	53	1.34e-29	129
104456639	AT4G08540	75.969	129	30	1.01e-49	179
104456641	AT1G11320	52.121	165	76	4.5e-47	174
104456642	AT4G08850	57.732	97	40	5.46e-26	110
104456644	AT5G42150	78.947	57	12	9.78e-22	98.2
104456645	AT5G42150	80.702	57	11	3.38e-40	100
104456646	AT2G17787	37.681	69	40	0.000236	45.1
104456647	AT1G75850	52.907	172	36	2.48e-49	168
104456649	AT1G28010	70.861	302	88	1.74e-143	372
104456650	AT1G20065	56.41	39	17	5.73e-09	53.9
104456652	AT1G20080	75.214	117	29	1.05e-48	184
104456653	AT1G75820	60.561	999	312	0	1155
104456655	AT4G24200	53.191	188	81	1.37e-51	200
104456656	AT5G64920	66.879	157	42	1.29e-59	199
104456657	AT1G75810	58.407	113	34	4.83e-23	93.2
104456658	AT4G24190	49.733	187	14	3.44e-89	155
104456660	AT4G24180	74.892	231	52	9.53e-117	352
104456662	AT4G24175	47.5	40	21	1.4e-05	50.4
104456664	AT4G23160	44.027	586	302	1.48e-148	495
104456665	AT4G24175	58.824	34	14	0.000492	42
104456666	AT2G17880	44.928	138	52	1.5e-23	91.3
104456667	AT2G47310	46.154	52	22	2.8e-07	50.1
104456669	AT2G47260	41.83	153	69	1.59e-22	100
104456670	AT2G47270	55.072	69	27	3.16e-11	59.3
104456671	AT4G01970	56.86	758	240	0	866
104456672	AT3G62360	59.504	121	49	1.52e-37	157
104456673	AT3G62370	57.391	115	10	2.4e-35	130
104456674	AT1G02370	46.283	417	219	4.18e-120	380
104456675	AT4G01995	85.185	27	4	6.64e-15	55.1
104456676	AT2G47330	85.23	413	61	0	740
104456677	AT1G02560	97.436	39	1	5.45e-36	83.2
104456678	AT1G30650	59.322	59	15	4.59e-15	78.2
104456679	AT1G11900	46.341	287	149	4.29e-77	259
104456681	AT4G02020	60.345	116	18	1.51e-32	139
104456682	AT4G02020	97.674	43	1	4.92e-24	90.9
104456683	AT2G16760	64.211	190	64	3.32e-67	230
104456684	AT2G47390	80.428	327	63	1.01e-170	552
104456685	AT2G47390	75.229	327	80	1.76e-146	483
104456686	AT2G47400	80.952	63	10	1.04e-27	102
104456688	AT3G14470	42.553	517	263	8.86e-169	356
104456689	AT2G20815	32.54	252	140	9.04e-20	94.4
104456691	AT3G62420	64.078	103	37	2.28e-41	143
104456692	AT3G62420	63.504	137	46	9.89e-40	137
104456693	AT3G62420	63.699	146	52	9.43e-36	129
104456696	AT1G30845	52.542	59	23	1.36e-08	54.7
104456697	AT2G20850	65.591	93	32	1.6e-48	136
104456698	AT1G29800	62.903	62	23	4.22e-15	81.3
104456702	AT4G02060	100	58	0	4.32e-57	122
104456703	AT5G49430	55.446	202	89	1.16e-66	254
104456705	AT1G47820	52.941	51	23	4.28e-09	54.7
104456706	AT4G02075	73.333	30	8	1.95e-08	55.8
104456707	AT3G62550	56	50	22	3.21e-12	65.5
104456708	AT1G02620	91.579	95	8	6.89e-46	161
104456709	AT4G02090	37.563	197	86	2.02e-25	102
104456710	AT1G02640	76.259	139	33	6.9e-110	231
104456711	AT4G02100	61.839	435	117	4.89e-156	476
104456712	AT1G02660	59.487	195	70	5.14e-67	242
104456713	AT2G47460	83.333	48	8	5.58e-18	88.2
104456717	AT5G38700	47.552	143	68	5.98e-36	124
104456719	AT2G47480	72.917	48	13	8.31e-10	52.4
104456720	AT4G16141	68.182	22	7	4.61e-07	41.6
104456721	AT1G02700	52.688	186	80	2.36e-56	186
104456723	AT3G62650	38.462	117	55	3.4e-08	50.4
104456727	AT4G02210	54.167	168	52	3.35e-51	188
104456729	AT2G47510	87.273	55	7	2.68e-23	107
104456731	AT2G47500	76	175	18	4.04e-70	257
104456732	AT1G02780	95.238	105	5	3.08e-58	169
104456734	AT2G47520	49.673	153	31	2.23e-26	105
104456735	AT4G02260	91.429	35	3	1.23e-32	75.9
